"2010","01","6.37"
"2010","02","5.9"
"2010","03","6.54"
"2010","04","7.05"
"2010","05","6.38"
"2010","06","6.08"
"2010","07","5.88"
"2010","08","6.32"
"2010","09","7.38"
"2010","10","8.04"
"2010","11","8.43"
"2010","12","8.94"
"2011","01","9.12"
"2011","02","9.06"
"2011","03","8.44"
"2011","04","9.23"
"2011","05","9.91"
"2011","06","9.58"
"2011","07","10.76"
"2011","08","9.97"
"2011","09","11.16"
"2011","10","11.34"
"2011","11","10.27"
"2011","12","9.2"
